"","Scenario","Location","Vegetation","Year","Decade","Avg"
"1340","SRES B1","North Pacific","White Spruce",2060,"2060",582
"1341","SRES B1","North Pacific","White Spruce",2061,"2060",581
"1342","SRES B1","North Pacific","White Spruce",2062,"2060",582
"1343","SRES B1","North Pacific","White Spruce",2063,"2060",579
"1344","SRES B1","North Pacific","White Spruce",2064,"2060",582
"1345","SRES B1","North Pacific","White Spruce",2065,"2060",582
"1346","SRES B1","North Pacific","White Spruce",2066,"2060",582
"1347","SRES B1","North Pacific","White Spruce",2067,"2060",582
"1348","SRES B1","North Pacific","White Spruce",2068,"2060",583
"1349","SRES B1","North Pacific","White Spruce",2069,"2060",581
"1350","SRES B1","North Pacific","White Spruce",2070,"2070",580
"1351","SRES B1","North Pacific","White Spruce",2071,"2070",581
"1352","SRES B1","North Pacific","White Spruce",2072,"2070",580
"1353","SRES B1","North Pacific","White Spruce",2073,"2070",581
"1354","SRES B1","North Pacific","White Spruce",2074,"2070",580
"1355","SRES B1","North Pacific","White Spruce",2075,"2070",577
"1356","SRES B1","North Pacific","White Spruce",2076,"2070",576
"1357","SRES B1","North Pacific","White Spruce",2077,"2070",574
"1358","SRES B1","North Pacific","White Spruce",2078,"2070",572
"1359","SRES B1","North Pacific","White Spruce",2079,"2070",574
"1360","SRES B1","North Pacific","White Spruce",2080,"2080",573
"1361","SRES B1","North Pacific","White Spruce",2081,"2080",573
"1362","SRES B1","North Pacific","White Spruce",2082,"2080",573
"1363","SRES B1","North Pacific","White Spruce",2083,"2080",575
"1364","SRES B1","North Pacific","White Spruce",2084,"2080",573
"1365","SRES B1","North Pacific","White Spruce",2085,"2080",573
"1366","SRES B1","North Pacific","White Spruce",2086,"2080",574
"1367","SRES B1","North Pacific","White Spruce",2087,"2080",574
"1368","SRES B1","North Pacific","White Spruce",2088,"2080",573
"1369","SRES B1","North Pacific","White Spruce",2089,"2080",572
"1370","SRES B1","North Pacific","White Spruce",2090,"2090",574
"1371","SRES B1","North Pacific","White Spruce",2091,"2090",574
"1372","SRES B1","North Pacific","White Spruce",2092,"2090",574
"1373","SRES B1","North Pacific","White Spruce",2093,"2090",572
"1374","SRES B1","North Pacific","White Spruce",2094,"2090",570
"1375","SRES B1","North Pacific","White Spruce",2095,"2090",571
"1376","SRES B1","North Pacific","White Spruce",2096,"2090",572
"1377","SRES B1","North Pacific","White Spruce",2097,"2090",574
"1378","SRES B1","North Pacific","White Spruce",2098,"2090",573
"1379","SRES B1","North Pacific","White Spruce",2099,"2090",572
"1380","SRES B1","North Pacific","White Spruce",2100,"2100",571
"1381","SRES B1","Northwest Interior Forest North","Black Spruce",2009,"2000",91294
"1382","SRES B1","Northwest Interior Forest North","Black Spruce",2010,"2010",92141
"1383","SRES B1","Northwest Interior Forest North","Black Spruce",2011,"2010",92476
"1384","SRES B1","Northwest Interior Forest North","Black Spruce",2012,"2010",93286
"1385","SRES B1","Northwest Interior Forest North","Black Spruce",2013,"2010",94031
"1386","SRES B1","Northwest Interior Forest North","Black Spruce",2014,"2010",94528
"1387","SRES B1","Northwest Interior Forest North","Black Spruce",2015,"2010",95193
"1388","SRES B1","Northwest Interior Forest North","Black Spruce",2016,"2010",94428
"1389","SRES B1","Northwest Interior Forest North","Black Spruce",2017,"2010",93991
"1390","SRES B1","Northwest Interior Forest North","Black Spruce",2018,"2010",95016
"1391","SRES B1","Northwest Interior Forest North","Black Spruce",2019,"2010",95020
"1392","SRES B1","Northwest Interior Forest North","Black Spruce",2020,"2020",95209
"1393","SRES B1","Northwest Interior Forest North","Black Spruce",2021,"2020",95827
"1394","SRES B1","Northwest Interior Forest North","Black Spruce",2022,"2020",96412
"1395","SRES B1","Northwest Interior Forest North","Black Spruce",2023,"2020",96380
"1396","SRES B1","Northwest Interior Forest North","Black Spruce",2024,"2020",95582
"1397","SRES B1","Northwest Interior Forest North","Black Spruce",2025,"2020",96125
"1398","SRES B1","Northwest Interior Forest North","Black Spruce",2026,"2020",95832
"1399","SRES B1","Northwest Interior Forest North","Black Spruce",2027,"2020",95730
"1400","SRES B1","Northwest Interior Forest North","Black Spruce",2028,"2020",96634
"1401","SRES B1","Northwest Interior Forest North","Black Spruce",2029,"2020",96549
"1402","SRES B1","Northwest Interior Forest North","Black Spruce",2030,"2030",97473
"1403","SRES B1","Northwest Interior Forest North","Black Spruce",2031,"2030",98109
"1404","SRES B1","Northwest Interior Forest North","Black Spruce",2032,"2030",98617
"1405","SRES B1","Northwest Interior Forest North","Black Spruce",2033,"2030",95705
"1406","SRES B1","Northwest Interior Forest North","Black Spruce",2034,"2030",94695
"1407","SRES B1","Northwest Interior Forest North","Black Spruce",2035,"2030",95091
"1408","SRES B1","Northwest Interior Forest North","Black Spruce",2036,"2030",95576
"1409","SRES B1","Northwest Interior Forest North","Black Spruce",2037,"2030",95979
"1410","SRES B1","Northwest Interior Forest North","Black Spruce",2038,"2030",96225
"1411","SRES B1","Northwest Interior Forest North","Black Spruce",2039,"2030",95945
"1412","SRES B1","Northwest Interior Forest North","Black Spruce",2040,"2040",96436
"1413","SRES B1","Northwest Interior Forest North","Black Spruce",2041,"2040",97225
"1414","SRES B1","Northwest Interior Forest North","Black Spruce",2042,"2040",98050
"1415","SRES B1","Northwest Interior Forest North","Black Spruce",2043,"2040",98393
"1416","SRES B1","Northwest Interior Forest North","Black Spruce",2044,"2040",99318
"1417","SRES B1","Northwest Interior Forest North","Black Spruce",2045,"2040",99148
"1418","SRES B1","Northwest Interior Forest North","Black Spruce",2046,"2040",99381
"1419","SRES B1","Northwest Interior Forest North","Black Spruce",2047,"2040",100034
"1420","SRES B1","Northwest Interior Forest North","Black Spruce",2048,"2040",100358
"1421","SRES B1","Northwest Interior Forest North","Black Spruce",2049,"2040",99560
"1422","SRES B1","Northwest Interior Forest North","Black Spruce",2050,"2050",100360
"1423","SRES B1","Northwest Interior Forest North","Black Spruce",2051,"2050",100679
"1424","SRES B1","Northwest Interior Forest North","Black Spruce",2052,"2050",101314
"1425","SRES B1","Northwest Interior Forest North","Black Spruce",2053,"2050",100684
"1426","SRES B1","Northwest Interior Forest North","Black Spruce",2054,"2050",101070
"1427","SRES B1","Northwest Interior Forest North","Black Spruce",2055,"2050",101655
"1428","SRES B1","Northwest Interior Forest North","Black Spruce",2056,"2050",100927
"1429","SRES B1","Northwest Interior Forest North","Black Spruce",2057,"2050",101623
"1430","SRES B1","Northwest Interior Forest North","Black Spruce",2058,"2050",102041
"1431","SRES B1","Northwest Interior Forest North","Black Spruce",2059,"2050",101754
"1432","SRES B1","Northwest Interior Forest North","Black Spruce",2060,"2060",102671
"1433","SRES B1","Northwest Interior Forest North","Black Spruce",2061,"2060",103018
"1434","SRES B1","Northwest Interior Forest North","Black Spruce",2062,"2060",103961
"1435","SRES B1","Northwest Interior Forest North","Black Spruce",2063,"2060",103358
"1436","SRES B1","Northwest Interior Forest North","Black Spruce",2064,"2060",104102
"1437","SRES B1","Northwest Interior Forest North","Black Spruce",2065,"2060",104531
"1438","SRES B1","Northwest Interior Forest North","Black Spruce",2066,"2060",105721
"1439","SRES B1","Northwest Interior Forest North","Black Spruce",2067,"2060",104490
"1440","SRES B1","Northwest Interior Forest North","Black Spruce",2068,"2060",103566
"1441","SRES B1","Northwest Interior Forest North","Black Spruce",2069,"2060",103682
"1442","SRES B1","Northwest Interior Forest North","Black Spruce",2070,"2070",104803
"1443","SRES B1","Northwest Interior Forest North","Black Spruce",2071,"2070",104484
"1444","SRES B1","Northwest Interior Forest North","Black Spruce",2072,"2070",103967
"1445","SRES B1","Northwest Interior Forest North","Black Spruce",2073,"2070",104604
"1446","SRES B1","Northwest Interior Forest North","Black Spruce",2074,"2070",102552
"1447","SRES B1","Northwest Interior Forest North","Black Spruce",2075,"2070",102616
"1448","SRES B1","Northwest Interior Forest North","Black Spruce",2076,"2070",101881
"1449","SRES B1","Northwest Interior Forest North","Black Spruce",2077,"2070",100283
"1450","SRES B1","Northwest Interior Forest North","Black Spruce",2078,"2070",99850
"1451","SRES B1","Northwest Interior Forest North","Black Spruce",2079,"2070",100798
"1452","SRES B1","Northwest Interior Forest North","Black Spruce",2080,"2080",101870
"1453","SRES B1","Northwest Interior Forest North","Black Spruce",2081,"2080",102256
"1454","SRES B1","Northwest Interior Forest North","Black Spruce",2082,"2080",102783
"1455","SRES B1","Northwest Interior Forest North","Black Spruce",2083,"2080",103556
"1456","SRES B1","Northwest Interior Forest North","Black Spruce",2084,"2080",103165
"1457","SRES B1","Northwest Interior Forest North","Black Spruce",2085,"2080",103907
"1458","SRES B1","Northwest Interior Forest North","Black Spruce",2086,"2080",102727
"1459","SRES B1","Northwest Interior Forest North","Black Spruce",2087,"2080",102686
"1460","SRES B1","Northwest Interior Forest North","Black Spruce",2088,"2080",103376
"1461","SRES B1","Northwest Interior Forest North","Black Spruce",2089,"2080",101608
"1462","SRES B1","Northwest Interior Forest North","Black Spruce",2090,"2090",102324
"1463","SRES B1","Northwest Interior Forest North","Black Spruce",2091,"2090",102910
"1464","SRES B1","Northwest Interior Forest North","Black Spruce",2092,"2090",103393
"1465","SRES B1","Northwest Interior Forest North","Black Spruce",2093,"2090",102054
"1466","SRES B1","Northwest Interior Forest North","Black Spruce",2094,"2090",101120
"1467","SRES B1","Northwest Interior Forest North","Black Spruce",2095,"2090",101892
"1468","SRES B1","Northwest Interior Forest North","Black Spruce",2096,"2090",101771
"1469","SRES B1","Northwest Interior Forest North","Black Spruce",2097,"2090",100610
"1470","SRES B1","Northwest Interior Forest North","Black Spruce",2098,"2090",101511
"1471","SRES B1","Northwest Interior Forest North","Black Spruce",2099,"2090",100263
"1472","SRES B1","Northwest Interior Forest North","Black Spruce",2100,"2100",100076
"1473","SRES B1","Northwest Interior Forest North","Deciduous",2009,"2000",230136
"1474","SRES B1","Northwest Interior Forest North","Deciduous",2010,"2010",228646
"1475","SRES B1","Northwest Interior Forest North","Deciduous",2011,"2010",228313
"1476","SRES B1","Northwest Interior Forest North","Deciduous",2012,"2010",226514
"1477","SRES B1","Northwest Interior Forest North","Deciduous",2013,"2010",225286
"1478","SRES B1","Northwest Interior Forest North","Deciduous",2014,"2010",224120
"1479","SRES B1","Northwest Interior Forest North","Deciduous",2015,"2010",222846
"1480","SRES B1","Northwest Interior Forest North","Deciduous",2016,"2010",224388
"1481","SRES B1","Northwest Interior Forest North","Deciduous",2017,"2010",224705
"1482","SRES B1","Northwest Interior Forest North","Deciduous",2018,"2010",223397
"1483","SRES B1","Northwest Interior Forest North","Deciduous",2019,"2010",223423
"1484","SRES B1","Northwest Interior Forest North","Deciduous",2020,"2020",222750
"1485","SRES B1","Northwest Interior Forest North","Deciduous",2021,"2020",221599
"1486","SRES B1","Northwest Interior Forest North","Deciduous",2022,"2020",220603
"1487","SRES B1","Northwest Interior Forest North","Deciduous",2023,"2020",220330
"1488","SRES B1","Northwest Interior Forest North","Deciduous",2024,"2020",221599
"1489","SRES B1","Northwest Interior Forest North","Deciduous",2025,"2020",220514
"1490","SRES B1","Northwest Interior Forest North","Deciduous",2026,"2020",221433
"1491","SRES B1","Northwest Interior Forest North","Deciduous",2027,"2020",220964
"1492","SRES B1","Northwest Interior Forest North","Deciduous",2028,"2020",219803
"1493","SRES B1","Northwest Interior Forest North","Deciduous",2029,"2020",219773
"1494","SRES B1","Northwest Interior Forest North","Deciduous",2030,"2030",217993
"1495","SRES B1","Northwest Interior Forest North","Deciduous",2031,"2030",216565
"1496","SRES B1","Northwest Interior Forest North","Deciduous",2032,"2030",216510
"1497","SRES B1","Northwest Interior Forest North","Deciduous",2033,"2030",221974
"1498","SRES B1","Northwest Interior Forest North","Deciduous",2034,"2030",223415
"1499","SRES B1","Northwest Interior Forest North","Deciduous",2035,"2030",222756
"1500","SRES B1","Northwest Interior Forest North","Deciduous",2036,"2030",221877
"1501","SRES B1","Northwest Interior Forest North","Deciduous",2037,"2030",220280
"1502","SRES B1","Northwest Interior Forest North","Deciduous",2038,"2030",220647
"1503","SRES B1","Northwest Interior Forest North","Deciduous",2039,"2030",220990
"1504","SRES B1","Northwest Interior Forest North","Deciduous",2040,"2040",220416
"1505","SRES B1","Northwest Interior Forest North","Deciduous",2041,"2040",218832
"1506","SRES B1","Northwest Interior Forest North","Deciduous",2042,"2040",217750
"1507","SRES B1","Northwest Interior Forest North","Deciduous",2043,"2040",216849
"1508","SRES B1","Northwest Interior Forest North","Deciduous",2044,"2040",215338
"1509","SRES B1","Northwest Interior Forest North","Deciduous",2045,"2040",215162
"1510","SRES B1","Northwest Interior Forest North","Deciduous",2046,"2040",214853
"1511","SRES B1","Northwest Interior Forest North","Deciduous",2047,"2040",213736
"1512","SRES B1","Northwest Interior Forest North","Deciduous",2048,"2040",213595
"1513","SRES B1","Northwest Interior Forest North","Deciduous",2049,"2040",215051
"1514","SRES B1","Northwest Interior Forest North","Deciduous",2050,"2050",213745
"1515","SRES B1","Northwest Interior Forest North","Deciduous",2051,"2050",213094
"1516","SRES B1","Northwest Interior Forest North","Deciduous",2052,"2050",212528
"1517","SRES B1","Northwest Interior Forest North","Deciduous",2053,"2050",214194
"1518","SRES B1","Northwest Interior Forest North","Deciduous",2054,"2050",213429
"1519","SRES B1","Northwest Interior Forest North","Deciduous",2055,"2050",212334
"1520","SRES B1","Northwest Interior Forest North","Deciduous",2056,"2050",213990
"1521","SRES B1","Northwest Interior Forest North","Deciduous",2057,"2050",212845
"1522","SRES B1","Northwest Interior Forest North","Deciduous",2058,"2050",211850
"1523","SRES B1","Northwest Interior Forest North","Deciduous",2059,"2050",213146
"1524","SRES B1","Northwest Interior Forest North","Deciduous",2060,"2060",211748
"1525","SRES B1","Northwest Interior Forest North","Deciduous",2061,"2060",211628
"1526","SRES B1","Northwest Interior Forest North","Deciduous",2062,"2060",209833
"1527","SRES B1","Northwest Interior Forest North","Deciduous",2063,"2060",211343
"1528","SRES B1","Northwest Interior Forest North","Deciduous",2064,"2060",210803
"1529","SRES B1","Northwest Interior Forest North","Deciduous",2065,"2060",209609
"1530","SRES B1","Northwest Interior Forest North","Deciduous",2066,"2060",208242
"1531","SRES B1","Northwest Interior Forest North","Deciduous",2067,"2060",210921
"1532","SRES B1","Northwest Interior Forest North","Deciduous",2068,"2060",212488
"1533","SRES B1","Northwest Interior Forest North","Deciduous",2069,"2060",212962
"1534","SRES B1","Northwest Interior Forest North","Deciduous",2070,"2070",210994
"1535","SRES B1","Northwest Interior Forest North","Deciduous",2071,"2070",212035
"1536","SRES B1","Northwest Interior Forest North","Deciduous",2072,"2070",213160
"1537","SRES B1","Northwest Interior Forest North","Deciduous",2073,"2070",212369
"1538","SRES B1","Northwest Interior Forest North","Deciduous",2074,"2070",216525
"1539","SRES B1","Northwest Interior Forest North","Deciduous",2075,"2070",216513
"1540","SRES B1","Northwest Interior Forest North","Deciduous",2076,"2070",217830
"1541","SRES B1","Northwest Interior Forest North","Deciduous",2077,"2070",221589
"1542","SRES B1","Northwest Interior Forest North","Deciduous",2078,"2070",222973
"1543","SRES B1","Northwest Interior Forest North","Deciduous",2079,"2070",220731
"1544","SRES B1","Northwest Interior Forest North","Deciduous",2080,"2080",219023
"1545","SRES B1","Northwest Interior Forest North","Deciduous",2081,"2080",218426
"1546","SRES B1","Northwest Interior Forest North","Deciduous",2082,"2080",217515
"1547","SRES B1","Northwest Interior Forest North","Deciduous",2083,"2080",216280
"1548","SRES B1","Northwest Interior Forest North","Deciduous",2084,"2080",217342
"1549","SRES B1","Northwest Interior Forest North","Deciduous",2085,"2080",215921
"1550","SRES B1","Northwest Interior Forest North","Deciduous",2086,"2080",217741
"1551","SRES B1","Northwest Interior Forest North","Deciduous",2087,"2080",217640
"1552","SRES B1","Northwest Interior Forest North","Deciduous",2088,"2080",216895
"1553","SRES B1","Northwest Interior Forest North","Deciduous",2089,"2080",219537
"1554","SRES B1","Northwest Interior Forest North","Deciduous",2090,"2090",218309
"1555","SRES B1","Northwest Interior Forest North","Deciduous",2091,"2090",217329
"1556","SRES B1","Northwest Interior Forest North","Deciduous",2092,"2090",216267
"1557","SRES B1","Northwest Interior Forest North","Deciduous",2093,"2090",218631
"1558","SRES B1","Northwest Interior Forest North","Deciduous",2094,"2090",220036
"1559","SRES B1","Northwest Interior Forest North","Deciduous",2095,"2090",218436
"1560","SRES B1","Northwest Interior Forest North","Deciduous",2096,"2090",218689
"1561","SRES B1","Northwest Interior Forest North","Deciduous",2097,"2090",220956
"1562","SRES B1","Northwest Interior Forest North","Deciduous",2098,"2090",218790
"1563","SRES B1","Northwest Interior Forest North","Deciduous",2099,"2090",221068
"1564","SRES B1","Northwest Interior Forest North","Deciduous",2100,"2100",221107
"1565","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2009,"2000",13029
"1566","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2010,"2010",12806
"1567","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2011,"2010",12658
"1568","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2012,"2010",12519
"1569","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2013,"2010",12307
"1570","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2014,"2010",12111
"1571","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2015,"2010",11854
"1572","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2016,"2010",11661
"1573","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2017,"2010",11516
"1574","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2018,"2010",11365
"1575","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2019,"2010",11203
"1576","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2020,"2020",11112
"1577","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2021,"2020",10980
"1578","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2022,"2020",10767
"1579","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2023,"2020",10696
"1580","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2024,"2020",10626
"1581","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2025,"2020",10406
"1582","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2026,"2020",10245
"1583","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2027,"2020",10107
"1584","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2028,"2020",9922
"1585","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2029,"2020",9757
"1586","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2030,"2030",9619
"1587","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2031,"2030",9446
"1588","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2032,"2030",9242
"1589","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2033,"2030",9052
"1590","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2034,"2030",9010
"1591","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2035,"2030",8892
"1592","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2036,"2030",8823
"1593","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2037,"2030",8649
"1594","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2038,"2030",8613
"1595","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2039,"2030",8499
"1596","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2040,"2040",8384
"1597","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2041,"2040",8311
"1598","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2042,"2040",8174
"1599","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2043,"2040",8037
"1600","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2044,"2040",7893
"1601","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2045,"2040",7742
"1602","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2046,"2040",7644
"1603","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2047,"2040",7485
"1604","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2048,"2040",7356
"1605","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2049,"2040",7276
"1606","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2050,"2050",7265
"1607","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2051,"2050",7163
"1608","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2052,"2050",7033
"1609","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2053,"2050",6959
"1610","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2054,"2050",6866
"1611","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2055,"2050",6756
"1612","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2056,"2050",6669
"1613","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2057,"2050",6566
"1614","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2058,"2050",6431
"1615","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2059,"2050",6374
"1616","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2060,"2060",6273
"1617","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2061,"2060",6249
"1618","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2062,"2060",6170
"1619","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2063,"2060",6070
"1620","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2064,"2060",5967
"1621","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2065,"2060",5890
"1622","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2066,"2060",5827
"1623","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2067,"2060",5734
"1624","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2068,"2060",5637
"1625","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2069,"2060",5576
"1626","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2070,"2070",5490
"1627","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2071,"2070",5418
"1628","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2072,"2070",5333
"1629","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2073,"2070",5252
"1630","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2074,"2070",5196
"1631","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2075,"2070",5147
"1632","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2076,"2070",5085
"1633","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2077,"2070",5044
"1634","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2078,"2070",5032
"1635","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2079,"2070",4991
"1636","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2080,"2080",4915
"1637","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2081,"2080",4867
"1638","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2082,"2080",4779
"1639","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2083,"2080",4721
"1640","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2084,"2080",4664
"1641","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2085,"2080",4585
"1642","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2086,"2080",4520
"1643","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2087,"2080",4434
"1644","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2088,"2080",4368
"1645","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2089,"2080",4346
"1646","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2090,"2090",4263
"1647","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2091,"2090",4197
"1648","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2092,"2090",4126
"1649","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2093,"2090",4149
"1650","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2094,"2090",4107
"1651","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2095,"2090",4021
"1652","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2096,"2090",3960
"1653","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2097,"2090",3911
"1654","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2098,"2090",3852
"1655","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2099,"2090",3799
"1656","SRES B1","Northwest Interior Forest North","Graminoid Tundra",2100,"2100",3725
"1657","SRES B1","Northwest Interior Forest North","Shrub Tundra",2009,"2000",15117
"1658","SRES B1","Northwest Interior Forest North","Shrub Tundra",2010,"2010",15047
"1659","SRES B1","Northwest Interior Forest North","Shrub Tundra",2011,"2010",14999
"1660","SRES B1","Northwest Interior Forest North","Shrub Tundra",2012,"2010",15174
"1661","SRES B1","Northwest Interior Forest North","Shrub Tundra",2013,"2010",15176
"1662","SRES B1","Northwest Interior Forest North","Shrub Tundra",2014,"2010",15062
"1663","SRES B1","Northwest Interior Forest North","Shrub Tundra",2015,"2010",15129
"1664","SRES B1","Northwest Interior Forest North","Shrub Tundra",2016,"2010",15159
"1665","SRES B1","Northwest Interior Forest North","Shrub Tundra",2017,"2010",15192
"1666","SRES B1","Northwest Interior Forest North","Shrub Tundra",2018,"2010",15278
"1667","SRES B1","Northwest Interior Forest North","Shrub Tundra",2019,"2010",15315
"1668","SRES B1","Northwest Interior Forest North","Shrub Tundra",2020,"2020",15292
"1669","SRES B1","Northwest Interior Forest North","Shrub Tundra",2021,"2020",15195
"1670","SRES B1","Northwest Interior Forest North","Shrub Tundra",2022,"2020",15107
"1671","SRES B1","Northwest Interior Forest North","Shrub Tundra",2023,"2020",14940
"1672","SRES B1","Northwest Interior Forest North","Shrub Tundra",2024,"2020",14872
"1673","SRES B1","Northwest Interior Forest North","Shrub Tundra",2025,"2020",14715
"1674","SRES B1","Northwest Interior Forest North","Shrub Tundra",2026,"2020",14669
"1675","SRES B1","Northwest Interior Forest North","Shrub Tundra",2027,"2020",14643
"1676","SRES B1","Northwest Interior Forest North","Shrub Tundra",2028,"2020",14525
"1677","SRES B1","Northwest Interior Forest North","Shrub Tundra",2029,"2020",14441
"1678","SRES B1","Northwest Interior Forest North","Shrub Tundra",2030,"2030",14350
"1679","SRES B1","Northwest Interior Forest North","Shrub Tundra",2031,"2030",14322
"1680","SRES B1","Northwest Interior Forest North","Shrub Tundra",2032,"2030",14299
"1681","SRES B1","Northwest Interior Forest North","Shrub Tundra",2033,"2030",14342
"1682","SRES B1","Northwest Interior Forest North","Shrub Tundra",2034,"2030",14303
"1683","SRES B1","Northwest Interior Forest North","Shrub Tundra",2035,"2030",14329
"1684","SRES B1","Northwest Interior Forest North","Shrub Tundra",2036,"2030",14296
"1685","SRES B1","Northwest Interior Forest North","Shrub Tundra",2037,"2030",14302
"1686","SRES B1","Northwest Interior Forest North","Shrub Tundra",2038,"2030",14293
"1687","SRES B1","Northwest Interior Forest North","Shrub Tundra",2039,"2030",14281
"1688","SRES B1","Northwest Interior Forest North","Shrub Tundra",2040,"2040",14224
"1689","SRES B1","Northwest Interior Forest North","Shrub Tundra",2041,"2040",14191
"1690","SRES B1","Northwest Interior Forest North","Shrub Tundra",2042,"2040",14258
"1691","SRES B1","Northwest Interior Forest North","Shrub Tundra",2043,"2040",14279
"1692","SRES B1","Northwest Interior Forest North","Shrub Tundra",2044,"2040",14324
"1693","SRES B1","Northwest Interior Forest North","Shrub Tundra",2045,"2040",14290
"1694","SRES B1","Northwest Interior Forest North","Shrub Tundra",2046,"2040",14225
"1695","SRES B1","Northwest Interior Forest North","Shrub Tundra",2047,"2040",14142
"1696","SRES B1","Northwest Interior Forest North","Shrub Tundra",2048,"2040",14098
"1697","SRES B1","Northwest Interior Forest North","Shrub Tundra",2049,"2040",14153
"1698","SRES B1","Northwest Interior Forest North","Shrub Tundra",2050,"2050",14120
